26;star;110.778603-0.7131010.044948;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:19.253448
0;star;110.371523-0.8342270.022592;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:07:55.179247
1;star;110.614721-0.9124410.031095;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:07:55.423666
2;star;110.559276-0.8232750.022350;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:07:55.667654
3;star;110.527540-0.9800490.031774;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:07:55.887725
4;star;110.503352-0.9106620.031160;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:07:56.135626
5;star;110.543326-0.9211810.025928;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:07:56.375200
6;star;110.592319-1.0038630.039313;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:07:56.567796
0;star;110.623953-0.8986620.023815;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:12.921207
1;star;110.509686-0.9048120.020728;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:13.190752
2;star;110.616083-0.9746000.027398;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:13.427954
3;star;110.619246-0.9405110.025621;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:13.632949
4;star;110.545978-1.0382850.028181;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:13.859811
5;star;110.613253-1.0568230.035589;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:14.094496
6;star;110.611813-1.0911010.035696;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:14.342509
7;star;110.524880-0.9551300.023027;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:14.554397
8;star;110.661701-1.1578390.041685;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:14.808648
9;star;110.481822-0.7985920.011425;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:15.000075
10;star;110.514594-0.9160700.019757;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:15.271850
0;star;110.473599-0.9494050.021223;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:19.158819
1;star;110.420417-0.7541810.006489;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:19.394442
2;star;110.556418-0.9032300.019202;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:19.664927
3;star;110.507371-0.8033950.013228;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:19.940227
0;star;110.658827-1.0587530.035249;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:24.285096
1;star;110.565507-0.8606930.020945;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 14:08:24.482128
